0.438109754,0.438109754,0.350438754,1.13655586,-1.275582223,-0.736904602,-1.127855417,1.025744474,9.051520945,7.941521327,10.26244859,4.524661075,0.011992127,-0.871518765,-0.674416291,-0.287489652,-0.89648411,1.070349625,0.648080621,-0.278139078
0.350438754,0.521086523,0.521086523,-0.670264617,0.603281059,1.172036943,1.193104154,-1.595265667,0.751774067,4.419936573,10.58031574,9.445355709,12.19338822,3.563014065,-1.558771871,-0.104970565,1.542420418,-0.834139803,0.680071873,0.552878156
1.13655586,-0.670264617,-0.252395525,-0.252395525,-0.028753036,-0.880419433,-1.077701727,-0.48957622,1.809215649,-0.776348953,-1.915264711,0.180501703,4.715479226,12.78201753,12.00508161,5.874775566,3.875716175,-0.424798437,-1.241692615,-0.427887122
-1.275582223,0.603281059,-0.028753036,0.485975836,0.485975836,-0.320236129,-0.621020202,0.365760435,0.631184841,-0.931307722,1.265874805,-1.199770615,0.399168374,-1.474994123,3.434495046,11.62201842,9.406256753,12.08490328,2.143802065,0.201204928
-0.736904602,1.172036943,-0.880419433,-0.320236129,0.053141192,0.053141192,0.360800191,0.114234863,0.367148728,0.70547232,-0.162187246,0.178275729,1.178834187,0.612232225,-1.953549628,0.593617588,4.878827896,9.855562468,6.789218015,-1.825141265
-1.127855417,1.193104154,-1.077701727,-0.621020202,0.360800191,0.171319028,0.171319028,0.209059278,0.034014208,0.159412159,-0.726157449,0.633152397,-0.722257426,1.280098136,0.885071478,-1.810208619,0.135496042,9.051520945,11.87077104,-1.462370796
1.025744474,-1.595265667,-0.48957622,0.365760435,0.114234863,0.209059278,-0.336074066,-0.336074066,0.209059278,0.017572424,0.513098381,-0.61702618,-0.441708797,0.520703625,1.232926179,0.031678552,-0.976197939,1.025744474,10.84787406,3.891680942
9.051520945,0.751774067,1.809215649,0.631184841,0.367148728,0.034014208,0.209059278,0.171319028,0.171319028,0.409021729,-0.303688611,-0.42310274,-0.527985813,-0.102964665,-0.543927424,-0.685320388,-1.109332778,-1.127855417,3.891680942,10.84787406
7.941521327,4.419936573,-0.776348953,-0.931307722,0.70547232,0.159412159,0.017572424,0.409021729,0.160708196,0.160708196,-0.325428542,-0.40312875,0.501088897,0.453050003,0.569721635,0.809319593,-0.34850969,-0.736904602,-1.462370796,11.87077104
10.26244859,10.58031574,-1.915264711,1.265874805,-0.162187246,-0.726157449,0.513098381,-0.303688611,-0.325428542,0.22375394,0.22375394,-0.218764214,-0.211471777,0.426447827,0.409813757,-0.031693172,0.723868272,-0.059854124,-0.044499986,3.648992115
4.524661075,9.445355709,0.180501703,-1.199770615,0.178275729,0.633152397,-0.61702618,-0.42310274,-0.40312875,-0.218764214,-0.004667439,-0.004667439,0.257836471,0.439792988,0.552048565,-0.629382589,-0.437456907,0.757409908,0.673011228,0.416895097
0.011992127,12.19338822,4.715479226,0.399168374,1.178834187,-0.722257426,-0.441708797,-0.527985813,0.501088897,-0.211471777,0.257836471,0.063406628,0.063406628,0.440048848,0.36409036,-0.536076076,0.35893782,-0.324557871,-1.158551414,-2.029612848
-0.871518765,3.563014065,12.78201753,-1.474994123,0.612232225,1.280098136,0.520703625,-0.102964665,0.453050003,0.426447827,0.439792988,0.440048848,-0.137947316,-0.137947316,0.141442418,-0.122877234,-0.345769658,-0.546909836,-0.076233878,0.401500525
-0.674416291,-1.558771871,12.00508161,3.434495046,-1.953549628,0.885071478,1.232926179,-0.543927424,0.569721635,0.409813757,0.552048565,0.36409036,0.141442418,0.242060048,0.242060048,-0.35920055,0.52078608,0.615376528,0.616432736,-1.297489694
-0.287489652,-0.104970565,5.874775566,11.62201842,0.593617588,-1.810208619,0.031678552,-0.685320388,0.809319593,-0.031693172,-0.629382589,-0.536076076,-0.122877234,-0.35920055,0.138789127,0.138789127,0.223536903,-0.584362474,-0.37325846,-0.371593091
-0.89648411,1.542420418,3.875716175,9.406256753,4.878827896,0.135496042,-0.976197939,-1.109332778,-0.34850969,0.723868272,-0.437456907,0.35893782,-0.345769658,0.52078608,0.223536903,0.304609382,0.304609382,0.316846128,-0.632843975,-0.169005753
1.070349625,-0.834139803,-0.424798437,12.08490328,9.855562468,9.051520945,1.025744474,-1.127855417,-0.736904602,-0.059854124,0.757409908,-0.324557871,-0.546909836,0.615376528,-0.584362474,0.316846128,0.149875967,0.149875967,-0.064424272,-0.872751519
0.648080621,0.680071873,-1.241692615,2.143802065,6.789218015,11.87077104,10.84787406,3.891680942,-1.462370796,-0.044499986,0.673011228,-1.158551414,-0.076233878,0.616432736,-0.37325846,-0.632843975,-0.064424272,-0.278139078,-0.278139078,0.648080621
-0.278139078,0.552878156,-0.427887122,0.201204928,-1.825141265,-1.462370796,3.891680942,10.84787406,11.87077104,3.648992115,0.416895097,-2.029612848,0.401500525,-1.297489694,-0.371593091,-0.169005753,-0.872751519,0.648080621,0.047175137,0.047175137
